temperature,floor1,floor2,floor3,floor4,areaEvaluated
17,74,78,103,64,290
16,83,95,53,59,324
17,69,97,50,78,220
21,51,87,54,66,272
18,54,69,76,51,169
21,104,101,83,76,226
17,80,79,78,52,304
18,56,77,110,91,254
24,102,50,98,94,207
15,75,95,68,80,201
24,53,102,87,68,264
23,50,88,69,63,274
24,55,97,93,55,182
21,66,85,51,86,272
19,50,79,82,65,206
21,90,106,107,58,340
18,61,61,90,56,195
17,57,61,57,100,207
19,67,76,73,72,199
23,104,86,76,71,283
22,90,57,104,86,304
20,84,80,78,81,204
19,60,101,78,75,231
20,107,94,55,64,164
20,78,75,82,65,264
20,60,66,85,63,329
19,82,105,77,106,230
18,59,108,53,67,209
19,88,59,87,93,222
19,106,93,68,64,255
18,72,96,68,106,245
15,50,64,64,98,157
19,95,84,106,95,162
17,106,87,84,77,204
24,62,79,96,106,249
21,103,76,79,66,243
16,72,76,104,62,298
22,57,64,52,102,159
18,82,81,76,109,213
17,102,64,71,79,207
15,84,101,100,51,193
19,99,66,73,50,173
15,104,95,73,80,183
24,84,93,107,69,186
21,78,102,75,60,286
20,96,102,67,58,228
21,73,79,71,94,236
23,80,90,92,107,159
16,91,91,59,85,174
18,56,84,98,92,254
19,110,55,94,50,264
22,76,70,71,83,187
16,103,94,89,73,160
21,52,98,91,81,209
16,88,78,83,101,216
23,70,85,87,80,220
22,79,91,59,105,306
15,74,67,70,104,209
19,71,103,66,91,201
16,69,109,64,93,286
16,59,85,58,60,284
18,106,85,63,108,305
22,100,105,79,109,203
21,50,70,83,59,282
17,98,67,108,66,332
19,61,105,88,77,247
16,107,100,68,101,274
16,89,105,81,106,306
22,87,87,68,70,211
21,54,74,62,55,204
17,101,99,59,105,210
17,57,70,104,99,249
15,91,53,98,60,232
15,51,58,102,88,316
23,52,58,94,100,305
22,83,110,81,64,181
21,100,71,106,68,188
22,60,51,85,86,227
24,86,105,67,72,217
20,106,75,108,73,191
24,60,79,80,91,232
19,86,75,93,72,201
24,52,104,73,100,247
20,64,105,107,92,313
19,62,105,60,90,241
18,107,105,58,66,155
17,67,66,89,69,210
18,73,78,50,69,169
20,80,74,99,65,296
15,55,85,65,81,234
18,79,87,70,84,202
18,55,86,83,88,207
21,66,85,69,52,160
23,106,70,93,110,334
15,68,84,51,98,310
20,66,99,68,107,246
19,98,103,60,96,324
20,75,105,65,87,331
22,77,66,110,92,316
24,70,88,68,110,320
20,55,85,65,53,249
16,79,109,81,60,318
23,69,87,51,81,261
19,84,61,81,87,281
24,78,83,87,103,163
19,72,107,50,105,329
22,94,99,80,74,315
18,87,94,62,87,268
16,92,70,98,81,240
16,104,83,84,51,256
21,94,95,103,55,197
18,102,81,97,80,169
18,95,106,102,54,281
22,102,68,85,75,290
24,55,61,99,89,209
19,96,110,55,77,292
24,78,101,93,104,196
15,55,108,105,80,183
17,96,100,80,108,196
24,97,101,72,79,318
18,85,110,73,84,277
16,84,93,90,78,157
20,106,78,92,66,340
21,95,92,87,56,291
22,102,84,68,80,154
15,110,106,64,99,251
16,74,77,61,92,236
15,51,74,73,93,259
17,69,57,59,93,337
21,87,82,95,101,211
22,103,85,68,92,274
22,56,63,57,68,200
17,60,81,59,77,179
22,61,91,65,85,275
24,62,107,89,68,207
16,88,86,73,86,223
21,80,101,97,86,229
24,57,76,83,97,248
19,66,94,98,92,227
19,98,84,83,95,151
15,100,65,95,86,279
18,83,86,74,97,286
21,95,80,79,68,301
19,97,110,63,91,253
20,86,90,65,95,244
15,64,54,110,74,165
22,86,108,88,74,273
21,84,93,63,75,274
23,57,103,72,93,291
24,78,105,54,70,294
15,101,76,53,104,258
15,50,105,101,69,197
16,86,65,85,70,263
18,61,110,102,94,287
16,99,55,81,70,211
20,86,90,98,107,287
17,106,60,69,59,227
21,50,51,84,59,251
16,76,96,90,110,287
23,68,57,56,91,208
15,65,56,103,87,333
22,59,66,81,85,225
18,85,109,89,50,317
19,78,96,98,65,326
19,83,98,63,76,163
20,108,58,58,58,309
19,71,77,83,97,246
16,68,86,74,50,322
21,73,75,72,104,181
17,71,88,86,87,310
24,98,81,82,62,339
22,57,86,52,71,166
22,76,60,72,76,162
21,95,56,95,61,217
21,59,110,69,104,275
22,50,105,81,63,302
15,61,85,60,98,228
21,69,82,69,84,324
22,73,106,65,67,319
20,99,98,89,68,314
19,66,88,88,77,259
22,84,76,64,99,214
22,55,56,98,76,274
15,85,66,72,105,300
16,105,52,95,77,169
21,105,98,74,65,152
17,90,93,59,73,204
20,95,74,70,99,316
15,89,70,106,97,209
22,74,94,51,97,170
15,53,73,63,82,213
24,91,86,50,74,331
21,67,96,105,91,240
18,73,64,69,54,192
17,57,65,82,65,273
16,68,63,89,54,237
16,84,54,97,105,161
16,63,95,58,95,163
22,92,85,84,93,239
19,78,95,76,93,273
22,64,90,90,63,257
20,56,78,58,50,201
17,72,53,88,58,304
16,82,67,58,92,216
24,67,50,101,73,210
21,99,59,89,69,170
15,59,54,76,61,185
19,51,60,57,69,284
22,100,73,80,75,311
20,55,75,66,107,220
23,55,90,95,85,330
22,73,79,104,94,189
19,56,52,99,105,285
15,62,78,106,100,162
16,77,57,77,97,262
19,77,71,86,73,278
24,93,102,50,103,154
19,60,65,104,110,214
18,72,55,101,93,160
22,95,78,108,91,292
22,91,92,65,66,279
24,70,90,59,75,339
23,75,59,60,56,273
18,86,94,83,88,295
23,88,68,72,76,306
20,95,96,59,93,333
20,108,62,57,100,291
17,62,94,104,85,200
20,89,93,86,62,326
18,78,84,95,108,309
16,56,63,68,81,331
17,80,66,52,94,286
16,93,53,69,55,273
21,71,62,105,105,238
17,97,104,55,66,181
17,57,72,81,96,319
19,72,103,55,70,328
20,107,98,53,75,304
21,50,76,94,104,316
20,67,100,60,75,241
20,99,100,53,66,166
24,62,81,84,72,267
24,100,52,59,70,184
21,100,100,107,76,332
16,87,80,59,62,201
20,102,93,85,59,285
16,84,63,79,79,239
21,71,76,86,103,317
22,109,76,107,95,195
22,110,95,101,74,190
23,62,55,83,83,328
19,75,105,66,88,304
17,60,84,74,97,153
19,96,100,52,55,231
18,59,104,62,80,224
18,95,105,106,65,207
18,77,105,63,104,190
15,93,103,76,105,209
16,87,79,86,78,281
24,94,51,108,63,166
23,51,106,57,74,223
22,66,94,62,98,324
21,58,79,95,88,269
23,90,102,84,102,171
21,59,104,91,88,270
21,87,54,78,75,202
24,91,51,110,60,270
15,78,86,100,90,298
20,95,70,109,78,176
23,105,94,83,108,294
18,92,89,107,80,249
18,74,96,88,90,171
22,68,82,97,101,332
20,62,90,50,87,210
22,76,57,80,97,238
20,86,108,84,86,176
21,95,95,51,103,242
19,64,84,81,79,236
20,102,102,64,55,241
21,98,77,67,101,265
19,86,95,75,80,242
18,96,74,53,94,197
16,83,55,69,61,238
23,57,58,69,100,282
17,52,99,57,93,195
18,59,80,108,79,280
21,60,86,51,73,301
22,72,90,81,62,326
21,82,78,59,80,162
23,94,107,100,79,230
19,66,93,61,57,177
18,103,80,100,61,274
24,56,101,105,71,160
24,100,108,80,75,256
16,54,107,104,54,183
23,51,87,95,100,270
16,59,78,94,100,328
19,102,92,61,50,318
17,94,64,68,72,278
21,50,65,59,50,262
20,93,105,76,69,228
15,91,104,86,92,190
18,89,62,59,85,165
15,51,73,79,56,201
15,103,100,59,71,224
17,62,68,55,54,182
23,94,86,58,67,278
19,73,53,100,52,180
18,108,75,87,85,152
21,50,106,66,71,299
18,94,98,51,100,258
17,100,88,80,54,306
20,68,61,85,57,153
17,69,56,100,66,293
23,57,70,93,51,201
24,98,56,69,86,270
16,107,76,60,51,171
15,78,83,60,57,314
20,55,61,69,107,282
16,70,97,106,76,164
17,91,57,104,54,310
21,88,108,94,73,326
23,79,56,71,75,217
21,77,105,53,76,220
21,77,65,54,83,246
15,88,54,61,63,217
16,105,97,75,84,223
20,109,62,100,61,174
15,85,61,63,72,236
15,67,50,54,92,177
18,107,80,71,95,166
15,106,88,80,57,250
15,66,66,56,93,292
19,76,101,106,96,250
22,81,54,56,57,226
24,73,103,106,55,169
24,98,51,59,50,233
21,97,96,75,86,322
20,99,104,79,108,318
21,67,85,107,62,173
21,110,69,94,71,221
23,98,50,62,94,159
22,101,110,88,73,244
19,83,76,51,81,162
21,80,63,103,72,269
20,80,60,56,95,278
24,61,110,66,75,283
16,65,94,87,62,317
19,88,64,82,51,338
18,69,91,80,109,165
16,73,55,78,52,325
17,106,96,52,84,158
23,101,105,109,53,179
21,71,53,54,50,160
20,60,81,101,80,325
19,54,57,71,103,262
21,84,64,64,88,283
23,66,74,63,88,217
17,104,82,94,59,243
18,84,84,79,75,168
16,57,56,57,80,314
15,96,70,107,105,196
22,53,69,55,79,336
22,86,72,96,64,312
17,109,64,80,88,335
18,71,93,63,52,307
23,57,58,103,97,267
17,97,54,76,90,187
17,69,93,77,92,188
23,80,96,75,75,261
20,63,77,98,61,226
24,52,96,72,75,206
23,76,80,80,86,213
21,86,96,65,52,317
21,99,72,55,95,218
19,90,94,83,68,294
18,108,63,80,56,164
19,75,59,79,78,289
17,105,70,108,53,221
17,63,108,74,86,285
16,63,61,54,91,317
17,107,93,91,91,265
22,95,77,107,55,263
22,70,98,79,67,161
18,67,58,52,63,316
23,56,107,61,81,162
16,65,60,103,89,219
22,88,81,75,86,226
21,76,77,103,108,200
24,79,52,103,79,328
22,54,97,103,61,208
16,85,61,67,54,272
23,62,65,97,68,234
23,60,91,76,55,314
24,56,73,68,101,184
16,70,79,53,73,292
19,73,103,69,90,190
20,51,72,88,96,150
17,93,98,98,52,167
16,87,97,96,83,266
15,107,107,108,108,159
21,100,92,73,70,313
16,79,76,72,92,217
21,108,93,100,72,305
21,71,52,57,103,194
16,92,100,101,88,247
20,104,52,108,102,275
24,68,103,50,57,264
19,109,61,67,64,244
19,98,91,107,96,242
16,71,54,109,57,239
23,69,56,60,80,293
15,97,63,89,50,288
22,100,93,65,62,177
18,75,82,74,96,318
21,52,100,52,108,257
19,79,76,109,105,161
22,100,90,95,79,264
16,82,98,62,104,177
22,94,72,91,92,274
16,96,97,80,83,248
18,104,110,100,88,238
24,87,51,109,57,336
19,91,91,53,74,211
21,50,81,53,110,254
19,80,67,60,54,246
19,74,96,72,107,252
21,99,90,50,65,203
24,74,54,51,102,152
23,51,53,59,58,338
20,61,74,81,66,188
15,66,76,63,78,179
16,57,72,105,73,310
18,102,95,52,65,314
24,75,75,100,83,165
17,98,106,60,68,313
22,63,84,72,110,338
19,109,60,110,110,233
24,72,94,91,105,171
18,64,106,75,72,317
20,50,100,93,109,282
22,86,99,58,63,225
15,98,61,65,77,319
18,94,86,87,54,338
16,105,81,77,85,267
20,53,63,86,53,272
23,68,81,86,75,232
15,54,78,81,89,289
18,85,51,94,50,297
15,105,80,60,87,203
19,55,67,95,108,322
23,54,51,98,70,315
18,110,110,78,94,175
19,88,61,57,91,178
23,66,87,102,86,211
16,64,106,57,53,244
20,85,58,86,66,249
19,67,54,79,86,219
16,50,70,86,60,236
18,71,103,75,64,244
20,110,55,81,67,160
24,76,98,60,66,274
15,75,109,95,77,195
18,85,90,92,62,223
15,108,70,50,98,252
21,61,79,65,70,189
19,78,68,86,62,199
15,60,99,78,56,234
20,87,84,99,94,243
23,101,102,78,75,293
24,54,85,99,92,222
19,78,109,66,74,275
24,66,62,85,86,174
16,70,89,85,75,317
21,92,85,108,87,310
17,60,87,58,93,329
17,105,50,77,97,172
18,99,85,58,60,158
15,50,51,80,99,236
18,68,68,56,101,188
24,62,54,100,54,154
18,86,63,99,89,315
23,57,109,71,92,166
20,86,93,55,85,160
16,76,64,89,107,230
21,65,105,86,70,190
21,94,79,50,107,212
18,83,55,66,102,205
19,98,59,56,63,244
22,58,83,90,68,278
18,100,68,70,81,189
16,84,77,64,104,238
16,74,108,58,94,225
20,83,50,80,83,185
18,95,55,83,103,166
22,75,70,68,64,212
19,82,106,81,109,268
24,95,105,105,98,161
21,60,58,97,105,201
15,100,68,58,83,334
20,84,55,75,100,171
15,102,100,56,80,217
22,65,63,97,80,227
18,81,102,69,67,298
23,103,58,101,110,331
18,84,109,97,52,181
16,88,74,104,62,246
18,54,66,96,89,225
23,78,61,93,93,189
19,51,78,84,91,216
20,53,83,53,85,336
18,58,96,85,92,168
24,67,99,108,85,311
17,64,78,102,99,257
16,89,108,83,60,268
24,54,89,72,65,248
19,109,58,109,66,195
24,97,108,66,64,199
20,104,105,80,105,160
23,78,70,60,92,288
16,52,77,89,98,256
22,108,67,107,56,274
23,108,65,51,86,298
17,98,77,55,61,309
22,71,89,84,79,219
20,58,50,93,96,280
16,66,74,80,69,265
22,63,93,106,100,161
16,79,69,106,93,203
20,84,97,62,96,170
18,110,68,96,70,174
24,86,104,98,52,219
24,69,106,71,74,173
24,108,104,76,108,205
19,61,97,83,79,180
17,89,97,75,79,201
21,75,102,92,86,311
18,66,73,96,93,187
15,77,104,54,63,192
15,57,94,62,108,249
18,92,57,99,61,314
23,101,87,51,54,243
22,61,104,91,93,218
19,92,67,103,64,154
19,56,100,60,90,193
24,58,105,56,93,196
20,50,86,67,84,195
18,50,69,109,95,216
24,89,76,107,93,213
15,63,58,52,77,228
16,101,110,91,89,258
16,62,91,80,50,155
24,109,78,103,61,298
19,53,105,88,69,281
18,80,107,93,61,178
23,59,67,94,95,316
15,52,70,63,82,248
23,76,58,79,85,200
16,77,74,80,110,238
18,88,52,91,51,242
22,99,87,64,105,256
17,75,86,104,79,254
20,94,104,67,97,172
23,62,55,70,64,286
22,84,101,73,105,289
20,95,100,50,56,189
20,69,61,107,69,170
24,95,88,84,86,312
22,79,56,82,81,175
21,95,74,78,100,289
24,107,104,72,82,314
22,108,106,84,90,256
22,71,52,109,85,184
19,60,65,54,65,233
18,92,78,110,59,212
22,88,110,98,62,177
18,102,75,103,57,327
16,84,86,97,62,216
22,56,52,79,69,333
24,77,100,62,101,281
22,107,86,80,68,272
21,81,90,70,110,335
19,56,79,56,69,272
20,60,64,91,100,335
15,67,98,89,82,220
15,76,100,80,91,154
21,80,61,72,63,254
19,79,85,60,105,178
22,74,79,74,74,339
24,52,94,80,67,266
19,103,51,65,95,238
23,73,88,56,102,160
22,101,88,67,69,293
20,64,58,77,78,325
21,62,105,74,96,325
15,71,98,81,55,191
18,98,102,79,77,171
20,66,93,106,107,150
24,81,82,85,103,241
20,81,76,97,61,264
17,61,101,108,76,211
19,64,54,65,82,264
16,65,100,65,86,301
16,73,64,63,82,307
20,107,64,51,107,216
20,76,101,93,104,208
17,67,89,88,105,321
22,73,82,101,78,178
20,73,75,98,56,238
22,51,55,96,79,281
22,90,110,95,93,159
23,106,91,103,71,311
19,68,90,69,99,268
17,81,108,55,74,251
22,85,60,65,68,254
23,73,81,70,54,330
17,67,95,76,102,312
19,97,79,100,67,204
15,86,93,77,100,168
24,57,54,107,80,232
23,76,110,79,53,227
18,71,56,103,62,198
24,71,94,93,70,251
18,99,71,76,109,265
18,86,87,102,78,281
23,54,55,81,81,308
23,89,106,75,102,319
23,90,62,82,84,276
16,98,101,93,53,331
24,65,98,89,82,261
20,77,94,60,99,237
24,69,51,92,67,270
15,95,101,94,75,237
24,107,98,109,88,312
17,96,63,75,93,271
24,54,53,53,87,156
22,91,100,92,92,282
23,53,82,97,77,315
15,73,94,97,60,163
15,94,110,89,63,207
24,102,86,95,74,308
16,106,83,80,106,271
22,76,56,102,55,306
21,90,101,69,78,219
23,56,77,107,73,158
23,63,65,68,103,200
22,53,70,107,79,337
22,77,108,110,100,283
22,77,50,80,103,219
19,53,69,70,100,323
20,85,74,71,99,294
23,57,68,68,95,313
18,66,88,68,90,314
18,87,108,52,52,197
15,58,103,73,88,270
16,109,54,80,67,183
22,61,108,77,57,336
22,98,99,52,85,283
19,101,64,89,50,285
15,74,88,66,108,249
23,50,95,82,103,202
19,80,97,83,82,173
23,76,65,83,76,152
22,99,90,65,108,260
18,110,99,67,83,244
24,78,67,58,84,245
24,84,87,98,108,320
15,76,78,62,94,218
19,82,58,63,61,265
24,91,87,85,59,283
23,75,55,99,83,299
22,81,104,78,75,308
23,94,69,96,78,307
22,93,82,79,80,229
19,56,92,70,104,160
21,57,103,84,77,311
24,86,83,61,64,283
20,102,107,72,82,235
20,91,68,59,65,307
18,105,60,69,57,238
19,79,59,89,53,169
19,99,85,88,97,335
19,51,79,53,76,320
24,95,97,80,66,251
23,60,53,109,93,265
21,57,51,65,103,313
22,66,97,66,109,200
15,66,83,51,99,207
15,84,54,76,107,252
20,102,65,79,100,235
23,109,99,64,53,286
21,103,79,70,96,299
18,78,84,109,100,255
21,53,65,51,55,242
18,75,50,101,97,282
17,110,92,57,50,205
23,90,109,98,76,291
19,80,78,101,55,245
19,85,72,96,92,157
23,63,72,50,66,339
18,56,103,64,76,310
18,63,90,90,76,189
16,82,101,87,108,261
20,87,101,104,96,269
20,95,83,55,65,307
22,99,73,86,106,234
22,82,99,75,53,176
19,110,80,103,99,326
18,56,60,77,82,285
17,103,98,93,88,197
24,93,98,72,54,211
19,68,99,69,64,248
20,53,93,76,76,340
21,72,98,85,84,337
20,93,90,56,56,331
21,83,50,91,68,214
23,71,71,78,98,188
15,92,77,97,103,269
18,89,81,104,66,325
18,74,104,76,87,211
20,100,57,67,77,256
16,64,90,100,85,279
24,66,77,55,103,265
21,104,58,108,99,225
17,71,91,81,73,191
19,55,108,74,64,152
17,98,70,93,52,319
21,57,85,110,58,305
20,77,99,68,76,263
17,105,96,94,62,245
18,82,109,90,69,181
16,53,84,100,81,322
20,77,104,52,52,188
21,58,63,101,102,188
15,68,65,89,100,211
17,58,98,102,57,305
23,79,92,84,70,255
21,58,84,56,56,171
15,67,98,102,62,258
23,72,94,95,64,301
17,75,52,63,97,215
16,109,56,82,71,251
22,86,72,54,78,241
17,57,92,104,57,294
22,89,87,54,94,181
22,109,73,75,97,221
18,87,80,90,95,211
20,86,102,52,55,225
15,110,105,70,85,153
21,62,85,54,81,204
24,70,64,67,103,242
19,68,101,101,74,205
24,78,58,91,51,320
22,84,69,62,84,309
22,51,95,109,80,243
18,68,92,55,77,225
16,52,88,87,50,252
20,105,52,85,61,232
16,71,81,59,93,170
19,109,77,102,75,209
16,65,83,84,66,257
24,55,86,76,75,245
23,94,101,79,96,188
21,90,82,71,93,233
22,57,77,75,89,217
17,77,78,106,55,247
20,101,102,54,84,273
21,96,66,58,72,287
15,68,74,65,57,248
17,77,74,87,56,153
18,83,65,74,59,172
19,64,71,50,109,330
24,53,65,65,108,216
19,65,56,79,54,249
15,82,66,106,59,203
24,95,85,50,54,211
22,64,65,74,93,241
16,68,78,76,97,169
18,91,73,71,74,307
20,95,57,107,106,340
16,73,84,94,61,157
21,57,50,66,94,240
19,65,62,104,60,271
20,72,106,94,70,254
23,80,73,54,50,155
18,84,68,79,106,291
24,103,85,99,63,245
23,100,53,101,80,192
22,87,99,109,96,300
19,91,96,70,88,150
15,59,77,76,106,281
21,75,57,71,109,159
23,96,50,70,56,206
24,98,87,66,63,238
15,91,86,82,105,276
20,83,57,78,89,283
21,61,96,50,107,316
24,109,82,69,90,327
20,106,59,54,108,247
21,58,109,56,67,223
23,104,71,100,91,213
18,50,67,83,88,161
15,100,98,102,88,330
18,71,91,97,54,163
18,106,90,65,54,245
21,91,53,87,61,158
24,107,57,98,63,312
22,103,104,99,60,269
15,55,55,80,91,257
19,89,56,75,108,338
17,90,71,64,50,219
20,104,97,74,72,276
16,52,105,53,78,277
20,110,56,57,91,190
15,61,100,74,62,262
15,85,90,81,91,314
15,102,61,109,103,219
15,51,52,68,110,293
15,108,83,73,100,236
24,90,102,86,109,180
23,89,55,93,83,296
21,58,85,96,94,207
24,77,105,108,66,240
22,103,66,97,85,189
24,88,97,58,84,174
15,95,68,79,52,332
16,81,59,74,51,190
18,77,88,71,81,211
18,50,74,63,51,302
23,57,90,86,69,284
20,54,85,88,93,285
22,99,100,51,89,253
24,99,110,83,92,302
16,53,106,54,110,151
19,76,56,103,83,268
15,74,80,51,105,308
18,61,57,54,72,234
16,63,79,89,64,327
24,84,72,84,80,244
17,106,109,86,64,206
18,102,68,73,54,271
22,81,109,87,63,321
20,55,80,68,84,157
21,59,98,92,76,269
20,57,104,54,80,214
22,105,89,103,99,205
16,93,72,105,63,285
19,65,76,56,56,206
23,61,84,70,103,195
18,56,65,74,103,255
19,69,66,104,71,311
18,58,50,60,71,322
22,54,110,96,100,163
24,53,65,84,67,221
24,87,92,60,80,282
24,108,57,59,53,188
16,105,96,75,79,265
23,68,61,87,100,218
17,93,52,65,90,204
17,69,55,75,99,259
23,69,95,57,109,209
23,99,95,77,97,306
24,93,72,60,93,197
15,59,79,109,64,152
20,102,105,71,104,250
18,62,97,71,100,331
21,77,52,84,107,273
22,91,62,64,55,177
15,74,60,90,54,273
19,98,70,106,94,171
17,72,93,73,61,171
18,97,96,71,110,167
16,54,109,66,59,231
20,93,61,100,56,264
17,104,58,58,57,292
16,62,96,60,55,313
23,87,104,70,67,160
18,80,108,78,60,263
19,80,72,110,68,184
24,90,101,94,80,316
22,87,102,55,51,340
23,91,61,64,62,151
22,100,73,84,110,173
18,62,71,71,105,317
24,98,83,83,55,333
16,80,74,91,67,281
16,78,73,83,60,230
19,51,86,92,94,210
23,96,102,68,61,214
22,69,83,89,106,194
17,94,94,81,103,232
24,70,55,80,104,187
22,78,91,100,94,252
23,57,68,59,82,169
19,102,74,54,88,251
21,60,98,56,100,291
22,103,96,54,105,230
19,60,61,71,76,295
22,81,80,70,88,293
21,90,108,104,92,245
23,68,88,87,61,184
20,108,92,63,96,172
15,88,69,66,93,334
16,59,96,58,100,257
18,76,66,102,83,330
22,83,93,57,106,323
20,109,109,89,86,165
21,80,91,81,87,235
20,64,62,109,61,324
17,106,109,107,64,174
24,53,58,50,74,237
21,110,95,101,105,332
20,95,98,77,106,224
16,90,89,109,86,162
15,75,88,74,65,167
17,82,68,88,77,229
23,97,72,52,80,276
16,60,108,52,101,331
24,91,50,93,54,181
15,78,92,72,103,255
19,106,73,54,55,249
16,50,65,60,95,202
22,51,61,74,81,261
19,101,105,93,72,324
19,53,99,71,108,186
24,60,91,86,75,159
22,107,62,63,100,281
17,70,50,92,102,266
21,59,104,103,98,180
24,60,101,89,105,231
19,90,67,105,88,265
15,68,78,97,100,213
16,59,107,79,52,298
15,82,69,95,89,221
23,71,93,82,80,213
21,91,97,89,68,289
17,108,80,110,74,253
20,60,61,87,77,200
17,50,66,89,77,291
15,95,62,107,69,330
24,56,73,93,54,166
23,79,84,106,81,157
16,80,72,55,56,217
16,57,70,82,67,340
16,76,81,81,76,322
24,92,86,106,61,270
15,98,63,96,77,158
23,74,105,98,97,153
24,52,86,100,84,166
23,53,98,53,65,339
15,80,94,98,56,211
24,110,51,80,54,254
24,63,77,96,91,255
16,62,73,105,79,327
15,77,108,53,79,223
22,75,57,58,73,333
17,102,59,79,100,195
18,75,51,78,108,184
21,68,52,51,69,157
19,96,70,94,83,330
21,70,100,79,81,338
24,78,63,85,79,309
20,108,108,58,53,278
23,66,104,101,84,329
16,77,70,65,83,239
19,77,77,87,84,317
18,93,109,70,51,188
20,104,105,88,89,285
18,61,94,63,89,167
16,55,92,105,54,275
16,57,72,54,71,213
19,60,52,102,96,169
18,85,95,58,62,160
20,85,82,97,101,271
17,52,104,84,50,160
16,53,63,105,71,307
21,80,104,77,87,248
16,107,106,87,76,232
17,103,67,73,60,251
22,61,66,82,68,286
17,108,62,71,62,164
20,53,89,50,88,319
21,58,98,105,73,229
17,74,54,62,99,323
19,99,57,80,73,243
21,102,97,60,106,206
21,85,82,66,88,339
18,58,101,68,81,259
23,90,80,74,95,317
16,91,62,105,93,245
22,72,73,106,54,335
15,62,61,94,102,247
17,95,91,108,68,168
15,107,68,107,92,252
24,109,99,96,81,170
21,67,64,69,67,187
22,61,103,50,68,289
21,59,100,74,57,331
22,105,104,96,72,206
19,53,62,104,91,305
24,60,97,86,50,318
24,54,101,73,84,200
15,102,74,87,99,304
21,64,79,79,98,303
20,95,103,101,86,249
18,106,50,74,75,182
18,52,99,78,101,259
17,56,91,99,82,332
22,81,108,56,79,327
21,71,75,71,60,188
21,95,106,102,69,302
23,69,50,56,85,298
18,79,52,100,73,334
15,55,100,52,99,209
22,80,59,100,62,312
15,81,70,102,75,273
23,54,60,103,53,280
17,64,99,110,110,241
24,100,104,91,77,176
22,67,100,51,103,208
18,71,106,56,106,178
20,91,85,94,66,338
19,58,55,68,103,270
22,70,64,96,108,199
21,96,53,95,72,257
20,62,52,97,108,228
22,85,51,96,53,231
22,96,51,64,60,301
17,99,55,60,95,232
20,104,93,100,79,257
23,53,104,90,83,208
19,50,81,100,70,199
20,64,98,95,105,272
16,82,103,66,74,188
21,63,94,87,57,234
15,96,87,65,64,289
21,54,110,92,65,230
24,61,109,91,95,178
18,63,74,82,91,191
22,102,57,110,55,315
21,69,58,60,83,300
18,73,103,83,86,312
15,56,82,57,64,247
17,93,103,54,59,194
21,77,84,103,100,327
22,83,55,66,101,236
19,107,86,81,82,246
15,61,108,80,61,340
15,91,96,78,61,272
17,55,85,97,89,150
21,81,75,68,50,269
19,54,84,83,53,235
19,99,65,100,53,168
15,91,74,68,106,339
22,67,75,79,89,245
18,53,91,104,71,311
23,105,80,72,90,188
19,56,108,93,51,220
15,51,106,95,55,184
16,69,73,56,64,299
21,92,75,57,91,267
22,71,87,87,58,226
17,62,70,92,55,304
16,62,51,72,90,224
19,73,86,53,58,275
20,53,94,56,108,289
23,67,51,93,96,315
19,93,96,91,101,165
19,54,100,102,102,165
21,76,88,66,107,212
16,70,54,61,109,337
23,107,85,104,65,259
19,102,76,51,88,150
21,63,79,107,85,335
17,103,108,101,65,178
24,107,54,74,86,266
20,72,106,108,75,161
21,66,54,84,74,157
16,106,100,97,62,281
21,94,77,81,94,151
24,56,55,79,74,323
18,104,59,52,76,164
24,72,76,89,59,171
20,99,55,83,104,339
15,88,103,57,62,329
16,66,100,62,60,191
17,104,55,95,103,246
20,69,80,78,62,214
16,56,56,83,95,273
19,67,86,64,105,313
17,74,107,83,94,174
17,69,73,51,98,159
18,107,96,102,89,287
18,62,99,59,72,276
19,97,69,63,67,307
18,56,94,92,68,153
20,101,72,107,79,286
16,75,52,64,101,241
21,103,97,64,73,205
22,108,104,76,104,300
20,52,69,84,83,263
24,66,92,51,102,277
16,65,60,65,101,151
19,101,85,83,62,285
20,100,90,61,107,240
18,107,86,102,60,160
21,76,87,51,104,301
17,96,73,90,110,233
21,67,55,61,102,191
24,58,84,51,88,334
24,69,109,92,75,257
18,74,85,94,59,152
20,83,74,51,76,259
20,78,95,88,59,194
24,53,62,62,104,190
20,88,58,64,100,299
23,64,98,61,72,193
24,109,87,110,63,171
20,68,63,53,85,298
22,58,94,109,103,201
23,61,79,97,63,261
22,69,95,63,109,233
19,93,57,83,67,177
24,70,62,72,79,337
16,87,52,87,78,340
20,66,67,86,71,213
20,100,76,80,61,328
18,99,106,95,54,249
22,88,53,63,97,237
23,84,97,53,63,258
22,55,103,60,90,160
19,62,56,98,65,312
19,57,75,76,73,317
15,68,86,60,72,237
23,96,54,67,93,199
17,86,60,105,51,218
15,84,110,87,105,315
19,87,57,97,104,247
22,52,100,100,72,168
15,102,52,55,96,312
19,67,65,60,103,279
18,92,91,73,85,243
22,63,75,72,68,186
16,84,69,59,96,156
16,77,79,77,107,281
22,54,60,96,93,323
23,79,60,59,72,156
19,94,88,90,105,156
22,56,95,82,79,340
20,85,104,109,50,192
15,79,91,98,66,301
15,52,89,108,67,254
15,56,52,93,106,226
23,85,102,69,86,260
22,85,78,80,77,337
22,70,98,100,107,160
24,84,69,68,98,158
16,106,85,96,107,175
20,86,86,50,93,178
20,96,56,89,70,279
18,65,110,90,55,295
16,97,106,65,108,279
22,95,55,108,97,339
17,68,66,70,106,271
